Forward Price
274
1537
1408
844
1089
384
1316
1008
383
1586
775
587
885
942
740
466
1231
660
642
1033
926
919
861
1442
262
558
1540
1509
1257
1346
1641
599
1495
1342
696
959
1504
743
6
368
1571
996
1031
869
1598
1643
1523
37
550
493
299
245
1596
1541
876
1612
418
1000
978
107
410
1473
514
360
899
1228
1452
206
1208
667
1407
570
212
108
593
1
1007
1613
1469
917
999
1394
934
1241
1626
1487
451
757
106
970
137
1229
1558
1533
762
1140
208
344
1375
189
811
1201
1095
1303
1414
993
615
1017
1318
724
1215
1057
174
1027
1328
176
165
919
1233
1217
1427
1036
1214
819
1116
1060
533
1101
218
1415
1021
1441
998
1119
1042
731
1113
1621
962
888
758
1597
148
829
1067
1334
334
578
1386
1220
24
561
1404
734
20
1556
301
1505
1018
1340
722
231
674
584
562
1502
644
2
1555
180
1147
838
135
318
1266
1098
83
441
236
1599
698
1152
1143
13
97
1112
982
219
1466
772
510
533
422
1409
1077
40
104
316
1277
1546
56
1224
1584
1512
1185
1451
348
1397
473
123
375
1637
1444
200
1140
752
113
825
431
1134
71
207
1045
1393
89
636
528
633
354
388
1161
960
613
476
1460
271
1486
798
1059
1605
361
1094
1264
63
627
678
1130
307
1321
1297
1079
946
249
238
1464
746
1578
1253
511
489
1580
1162
1237
1570
858
1562
634
870
1338
208
342
703
27
803
1406
1628
105
227
386
850
1433
296
1453
380
664
456
264
1360
332
956
574
545
594
28
25
847
421
1163
1610
1059
748
45
72
751
808
1646
566
549
1333
282
766
1148
281
1459
73
672
1216
1175
781
1022
1251
397
1056
1103
1273
117
1388
883
1030
1038
1624
603
990
1255
1483
1559
689
482
753
728
961
182
237
523
1616
1201
1496
1332
1551
905
635
1582
1358
9
1249
1339
449
1081
310
1543
1400
1034
26
221
1435
99
702
406
1276
177
1604
951
114
940
861
1072
776
1511
894
1443
1238
822
1080
683
762
339
373
535
358
1485
1600
1531
294
1325
1312
189
643
1363
1088
1205
836
323
737
1405
1331
1078
1159
1144
841
649
1484
756
800
614
233
1565
1465
979
82
989
79
240
949
1232
1396
448
290
661
1198
827
11
474
372
768
1419
164
690
