Forward Price
129
145
464
462
124
502
733
818
1268
1320
585
779
944
1037
1225
1269
999
1002
1049
966
896
1129
503
787
1100
69
115
247
541
417
168
1294
1315
1279
446
530
494
1450
1569
1589
888
1146
1352
232
379
408
443
663
681
1424
1494
1564
1097
1183
1262
974
1084
1282
1356
1445
1516
411
617
760
1503
1532
1548
66
116
504
359
428
649
1376
1429
1230
527
520
157
447
543
641
539
723
791
308
350
191
357
579
704
1322
1447
1437
1601
1620
1622
126
259
23
701
812
521
975
542
351
230
364
640
1110
1260
1291
280
138
163
620
1141
1206
119
291
345
325
505
820
567
512
665
817
1006
653
1272
1285
1199
460
461
239
707
823
1032
524
682
590
36
77
100
179
213
419
68
41
49
63
46
48
669
507
557
457
832
488
938
1064
1149
1366
1515
1592
1165
1227
1068
414
501
596
34
38
47
50
159
109
677
855
902
478
655
785
1642
1644
1645
420
426
513
316
386
455
1180
1256
1327
195
201
292
576
656
467
1128
1108
1132
153
144
170
1411
1462
1350
75
83
70
263
484
637
1169
1150
1307
939
1164
1242
731
1064
842
789
713
794
1288
1382
1357
253
279
287
879
1160
1173
878
1142
1117
1372
1369
1418
202
292
196
1391
1474
1421
1015
930
532
1155
1248
965
376
676
1003
1615
1631
1625
530
741
404
586
716
1053
1574
1528
1438
1383
1403
1275
1440
1500
1554
251
266
607
1055
1200
854
327
424
598
347
518
771
675
652
658
67
172
252
234
415
349
290
581
554
1573
1581
1614
909
1311
1470
1348
1308
1413
1213
1362
1439
1416
1527
1526
947
1046
910
544
485
491
1547
1542
1566
1104
1349
1337
52
19
58
1370
1394
1482
1127
1278
1341
228
398
469
897
1085
802
595
857
391
651
1208
1410
1178
1323
1379
224
1133
736
363
526
205
273
273
273
1123
1234
1373
164
121
95
284
371
440
371
356
289
852
1025
1287
720
427
420
1553
1587
1572
729
950
714
93
168
313
957
767
1106
1073
1289
1235
629
694
890
472
705
747
1153
1425
1467
830
1203
1121
1222
1306
1377
732
866
1167
366
435
799
706
692
1193
134
268
442
367
560
700
171
396
538
798
609
1087
275
450
826
152
176
277
922
1151
1431
1271
1250
1521
1083
1399
1471
187
306
312
1261
1347
1154
1196
1304
1292
459
293
326
416
525
493
1426
1420
1305
726
906
937
1096
1223
1039
534
845
967
1131
936
274
400
745
761
708
834
1211
1263
1300
1265
806
815
1023
610
606
852
1115
927
1454
913
931
893
680
588
623
1274
1335
1472
987
1293
908
481
524
569
385
626
727
697
686
204
1524
1568
1552
1465
1465
1465
501
622
814
353
506
632
1040
1054
1010
55
58
102
243
226
257
871
1009
1179
1492
1583
1380
973
1461
1422
223
229
283
256
264
365
529
445
471
1209
1309
1184
468
551
639
10
22
18
173
385
352
166
309
499
625
709
873
1103
1299
1381
158
216
197
235
531
542
