Forward Price
64
409
605
1156
1444
1513
1013
1436
1270
492
671
874
907
1258
1158
346
407
564
816
1066
1244
631
831
739
303
516
659
1560
1603
1617
329
698
718
335
399
425
604
657
717
695
848
849
508
686
777
255
246
387
935
865
1177
537
577
565
556
687
1052
862
955
843
278
608
881
621
773
912
638
824
898
1536
1535
1491
84
128
81
454
691
684
1534
1579
1593
1374
1529
1519
1090
1385
1456
1138
1195
1240
1619
1629
1639
731
846
563
1051
1353
1530
867
1172
1286
1139
1207
851
1302
1171
580
1301
1490
1446
423
589
749
5
15
14
43
88
141
1480
1497
1539
490
601
797
458
547
673
963
1204
1099
1449
1501
1588
1632
1635
1640
1477
1507
1478
31
44
57
394
438
370
1048
880
933
244
390
405
80
214
306
1510
1545
1591
1365
1498
1482
964
914
519
1618
1627
1611
188
315
483
540
782
986
430
662
924
8
30
61
812
809
302
1371
1434
1475
602
568
693
125
154
272
805
1095
1194
1351
1192
1004
1218
1317
1354
131
194
378
1093
1076
1137
374
590
646
1041
1390
1296
624
918
778
403
591
807
185
185
185
254
298
453
78
193
51
752
784
877
1489
1561
1590
943
1197
1476
618
616
645
801
916
928
1210
1298
1455
592
605
479
841
979
1254
1634
1638
1630
1518
1499
1401
199
283
452
147
333
921
133
121
85
792
1082
1136
285
369
324
1074
1189
1120
1481
1567
1514
1398
1508
1520
401
509
735
379
685
1011
94
183
178
203
343
155
628
941
1168
380
362
321
267
611
833
810
903
1135
1069
1295
1326
1448
1458
1359
1126
1468
1432
795
953
984
395
544
465
872
983
864
1191
1202
1137
486
770
780
648
804
1075
796
755
968
127
162
130
559
750
884
1047
1313
1212
377
258
198
297
210
186
920
1166
969
889
774
868
597
719
1091
1226
1361
1457
1187
1043
901
754
1050
1252
553
647
929
1001
994
1058
892
932
1122
981
925
269
161
284
1016
98
139
122
1182
1344
1389
715
813
1029
854
992
1281
630
712
793
976
988
1181
917
1174
1092
882
757
558
911
1324
1239
1595
1576
1609
764
837
1024
1336
1221
966
497
522
601
1538
1563
1594
18
103
211
875
1012
997
923
1028
1026
300
480
886
331
288
330
393
500
575
977
1319
1384
496
666
945
54
53
33
615
477
546
797
1078
1430
402
429
507
270
320
111
1378
1525
1517
475
276
319
1355
1368
1188
498
715
861
517
821
1109
305
612
840
144
311
248
1062
788
654
1071
725
552
828
1019
765
1428
1479
1522
619
856
742
0
4
3
1402
1493
1506
110
120
175
679
1114
1343
582
629
730
96
92
76
317
314
242
1086
1170
1243
167
382
763
433
429
381
329
738
526
136
215
184
1608
1607
1606
863
572
413
1125
1330
1367
573
721
985
7
12
17
87
228
151
392
670
1065
1044
864
980
389
338
241
1063
1118
1423
952
1196
991
217
336
444
759
1014
744
90
225
328
1247
1310
1392
1186
958
583
32
39
21
169
260
340
118
190
495
835
972
1105
1236
1387
1488
74
101
86
1190
1267
1246
1451
1557
1549
1585
1577
1550
501
904
895
1111
1284
1395
160
261
220
1035
1238
1280
536
555
668
42
65
91
355
149
341
1623
1633
1636
1186
1259
1329
304
346
436
995
1070
1176
783
437
322
62
143
172
610
710
887
769
954
1020
859
900
853
29
35
16
146
112
132
860
1124
915
1345
1364
1463
265
470
59
600
688
891
463
436
434
971
1107
412
60
140
337
650
711
839
1314
1283
1219
630
786
1157
286
295
548
406
640
571
1245
1290
1412
142
209
181
1145
1409
1417
439
487
515
712
790
1005
1544
1575
1602
156
192
222
432
558
948
699
1102
1061
250
150
